idx,Base salt,Initial loading,Final loading,Fitness,Origin
772,Rb2CO3,0.0,3.5,1.73,e
5238,LiClO4,3.0,9.0,1.56,s
3217,MnCl2,1.0,9.0,2.563,s
3659,CuCl2,7.0,12.0,1.505,s
510,MgCrO4,0.0,5.0,2.89,e
3359,NbBr4,0.0,8.0,2.376,s
2155,LaBr3,0.0,9.0,2.113,s
713,(NH4)2Cu(SO4)2,0.0,6.0,1.81,e
5177,Zn3(PO4)2,1.0,8.0,2.03,s
1204,BeBr2,0.0,8.0,3.595,s
3481,TiCl4,0.0,4.0,1.965,s
3258,CaBr2,2.0,12.0,2.341,s
107,CaBr2,0.0,9.0,3.01,e
5637,Ca(H2PO4)2,1.0,2.0,0.49,s
2103,PbBr2,0.0,9.0,2.353,s
3550,CaBr2,2.0,8.0,1.741,s
4643,WCl4,4.0,5.0,0.421,s
3581,MgI2,1.0,4.0,1.869,s
1869,CaF2,0.0,12.0,2.971,s
4801,HfSe2,0.0,12.0,2.98,s
3669,VBr3,1.0,4.0,1.702,s
4564,SnF2,7.0,8.0,0.506,s
2861,ScI3,6.0,9.0,0.738,s
3356,YBr3,1.0,9.0,2.264,s
5510,Zn3(AsO4)2,2.0,4.0,0.87,s
3367,SnF4,1.0,4.0,2.356,s
4632,NiI2,8.0,9.0,0.424,s
421,La2(CrO4)3,2.0,7.0,1.08,e
1113,SrI2,2.0,12.0,2.015,s
4532,BeCl2,7.0,9.0,0.509,s
570,MnI2,2.0,4.0,0.83,e
483,MgBr2,2.0,9.0,2.63,e
3391,ScI3,0.0,6.0,2.312,s
181,CoCl2,4.0,6.0,0.88,e
873,Th(NO3)4,0.0,5.0,1.82,e
143,CaZn2(PO4)2,0.67,1.0,0.11,e
3901,BaF2,7.0,12.0,1.215,s
5704,Ca(ClO4)2,4.0,5.0,0.23,s
1511,BaI2,2.0,9.0,1.742,s
3313,NiCl2,2.0,9.0,2.317,s
1751,KI,0.0,1.0,0.683,s
611,Na2HPO4,7.0,12.0,1.0,e
3792,VCl4,4.0,8.0,1.376,s
4533,TiBr3,8.0,9.0,0.547,s
1680,SrI2,8.0,12.0,0.881,s
3006,ZnI2,8.0,9.0,0.408,s
502,MgCl2,0.0,1.0,1.46,e
1882,MgBr2,1.0,12.0,2.979,s
2709,KCl,0.0,1.0,0.928,s
3835,ScI3,0.0,3.0,1.448,s
4316,GaBr3,7.0,9.0,0.802,s
3717,BeF2,4.0,8.0,1.391,s
5511,Sr2P2O7,0.0,2.0,0.85,s
477,Mg3(PO4)2,2.0,8.0,2.02,e
1203,BeBr2,0.0,9.0,3.553,s
3326,MnCl4,0.0,5.0,2.352,s
773,Rb2CO3,1.0,1.5,0.42,e
111,CaCl2,2.0,6.0,1.96,e
478,Mg3(O3POB(OH)3)2,1.0,6.0,1.91,e
2990,LaBr3,8.0,10.0,0.442,s
4924,LaAsO3,0.0,1.0,1.06,s
4179,VBr4,5.0,8.0,0.986,s
5219,BaHPO4,1.0,7.0,1.78,s
1312,CoCl3,0.0,6.0,2.541,s
4601,GeCl2,7.0,8.0,0.426,s
3575,BaF2,0.0,2.0,1.914,s
277,FeSO5H,1.5,3.5,1.04,e
2559,SnF4,3.0,5.0,1.263,s
341,HfF4,0.0,3.0,2.53,e
2343,LaBr3,2.0,9.0,1.659,s
5153,Sr(BrO3)2,0.0,10.0,2.03,s
631,Na2SeO3,0.0,5.0,1.86,e
2652,LaBr3,1.0,3.0,1.14,s
2925,BeBr2,9.0,12.0,0.568,s
5605,NiSO4,9.0,11.0,0.56,s
2143,YCl3,2.0,8.0,2.107,s
5300,SrHPO4,0.0,3.0,1.52,s
4800,Rb2Se,0.0,9.0,2.672,s
491,MgBr2,0.0,1.0,1.06,e
1509,SnCl2,4.0,12.0,1.579,s
291,FeBr2,0.0,4.0,1.97,e
4694,SnI4,2.0,3.0,0.364,s
1845,CuF2,0.0,9.0,3.421,s
3895,NiCl2,8.0,12.0,1.177,s
1736,LiCl,3.0,4.0,0.64,s
259,CuSO4,1.0,5.0,2.05,e
4516,CuCl2,4.0,6.0,0.567,s
5089,Zn3(AsO4)2,0.0,8.0,2.4,s
1859,CaCl2,0.0,12.0,2.944,s
5176,Ni3(PO4)2,1.0,7.0,2.04,s
1402,MnCl4,2.0,8.0,2.142,s
2868,CrBr3,7.0,9.0,0.706,s
3269,MnI2,0.0,9.0,2.568,s
4091,MgI2,6.0,9.0,1.063,s
5057,NaClO4,1.0,11.0,2.27,s
1191,CoF3,0.0,9.0,4.397,s
1430,CaBr2,4.0,12.0,1.881,s
2553,SrI2,6.0,12.0,1.201,s
719,(NH4)2Ni(SO4)2,0.0,6.0,2.04,e
759,Pr(NO3)3,3.0,6.0,0.89,e
2223,SnF4,3.0,8.0,1.962,s
3588,VF4,2.0,5.0,1.75,s
791,RbCr(SO4)2,0.0,12.0,2.4,e
745,NiCl2,0.0,6.0,2.64,e
3539,NbI4,0.0,8.0,1.954,s
3799,CaF2,8.0,12.0,1.273,s
2312,VBr3,3.0,9.0,1.725,s
1596,YBr3,3.0,6.0,1.362,s
1477,CaI2,0.0,4.0,1.904,s
3538,YF3,2.0,8.0,1.822,s
2028,PbCl4,0.0,8.0,2.545,s
5305,CaHPO4,3.0,7.0,1.39,s
2633,PbF2,8.0,12.0,1.097,s
2228,GeBr2,0.0,4.0,2.016,s
1361,SnF4,2.0,8.0,2.375,s
3192,TiF4,0.0,4.0,2.758,s
4165,CuF2,6.0,9.0,0.948,s
71,BiCl3,0.0,1.0,0.79,e
4563,NaI,3.0,4.0,0.513,s
3693,YI3,2.0,6.0,1.671,s
3175,MgCl2,2.0,9.0,2.653,s
4774,PbI4,8.0,9.0,0.129,s
2664,MgI2,6.0,9.0,1.063,s
3300,TiF4,2.0,8.0,2.314,s
4045,TiF4,5.0,8.0,1.041,s
5234,BaHAsO4,1.0,7.0,1.74,s
233,CsF,0.0,1.0,1.84,e
2865,BaCl2,6.0,9.0,0.702,s
5055,FePO4,2.0,9.0,2.5,s
3859,WCl4,4.0,8.0,1.367,s
1917,MgCl2,1.0,8.0,2.623,s
5525,VPO4,1.0,2.0,0.8,s
2016,SrI2,0.0,12.0,2.433,s
17,Al2(SO4)3,0.0,14.0,2.95,e
5643,SrHPO4,2.0,3.0,0.48,s
3714,VBr4,3.0,8.0,1.575,s
4949,Ni(ClO4)2,5.0,6.0,0.32,s
3590,MgI2,2.0,6.0,1.826,s
448,LiClO4,0.0,3.0,2.26,e
1030,NaF,0.0,4.0,3.103,s
37,Ba(OH)2,3.0,8.0,1.91,e
5343,Co(OH)2,0.0,1.0,1.38,s
3764,NaF,1.0,2.0,1.425,s
4583,GaCl3,3.0,4.0,0.472,s
3292,YCl3,1.0,6.0,2.468,s
5611,Ni(ClO4)2,5.0,7.0,0.56,s
738,NH4V(SO4)2,0.0,12.0,2.59,e
3011,BeF2,7.0,8.0,0.355,s
934,VOSO4,0.0,6.0,3.11,e
1173,ScBr3,6.0,9.0,0.859,s
5188,Ba3(PO4)2,0.0,10.0,1.98,s
1713,KCl,1.0,2.0,0.723,s
3841,GeBr4,0.0,5.0,1.434,s
2427,PbBr2,4.0,12.0,1.486,s
5587,CaHAsO4,2.0,3.0,0.64,s
3095,MgCl2,1.0,12.0,3.062,s
5367,Pb(IO3)2,1.0,6.0,1.35,s
2309,LaCl3,2.0,6.0,1.768,s
3946,PbBr2,0.0,2.0,1.333,s
4038,GaCl3,1.0,3.0,1.113,s
1435,MgBr2,1.0,4.0,2.065,s
88,Ca(NO3)2,3.0,4.0,0.46,e
1241,ZnF2,2.0,12.0,2.918,s
784,Rb2Mn(SO4)2,2.0,6.0,0.89,e
5407,Ca(H2PO4)2,1.0,4.0,1.1,s
5563,SrHPO4,1.0,2.0,0.71,s
2250,SrI2,1.0,7.0,1.953,s
3721,ScI3,3.0,8.0,1.58,s
2241,CsF,0.0,2.0,1.993,s
2067,BeF2,2.0,8.0,2.157,s
742,NiC2O4,0.0,2.0,1.61,e
3178,ZrCl4,0.0,8.0,2.792,s
4866,BaCO3,0.0,6.0,2.48,s
145,CaZn2(PO4)2,0.0,0.67,0.32,e
3922,KF,1.0,2.0,1.196,s
5185,PbHPO4,1.0,7.0,1.98,s
1609,SnF4,3.0,5.0,1.263,s
359,K2Cu(SO4)2,0.0,2.0,0.93,e
3445,NbCl4,0.0,5.0,2.084,s
1555,MnBr2,4.0,9.0,1.457,s
2665,SnF2,2.0,4.0,1.074,s
5392,Sr(BrO3)2,4.0,10.0,1.19,s
490,MgBr2,1.0,2.0,1.31,e
5334,VPO4,4.0,7.0,1.35,s
4654,MgI2,8.0,9.0,0.395,s
4699,VBr4,4.0,5.0,0.346,s
4225,TiCl4,3.0,5.0,0.876,s
5557,Sn(H2PO4)2,0.0,2.0,0.72,s
4377,SrI2,2.0,4.0,0.773,s
961,Zn(NO3)2,0.0,6.0,2.58,e
30,AlPO4,0.0,1.0,1.39,e
3403,VCl4,0.0,5.0,2.153,s
1891,CaCl2,1.0,12.0,2.689,s
5302,PbHAsO4,2.0,7.0,1.55,s
4393,MnBr4,3.0,4.0,0.766,s
3954,WI4,3.0,8.0,1.31,s
1421,PbCl2,2.0,12.0,2.035,s
3825,CaI2,2.0,6.0,1.409,s
4451,KBr,1.0,2.0,0.638,s
4290,PbF2,9.0,12.0,0.819,s
2855,PbCl2,0.0,1.0,0.799,s
2541,NiCl3,1.0,3.0,1.286,s
100,Ca5Si6O17,3.0,10.5,1.38,e
3603,MgBr2,7.0,12.0,1.626,s
3939,CaI2,7.0,12.0,1.183,s
2874,MgBr2,6.0,8.0,0.678,s
2954,LiBr,3.0,4.0,0.538,s
4617,ZnCl2,8.0,9.0,0.41,s
3084,BeCl2,0.0,12.0,3.407,s
2998,AlI3,8.0,9.0,0.428,s
5137,CrPO4,0.0,2.0,2.15,s
3054,LaI3,8.0,9.0,0.299,s
2207,YBr3,2.0,9.0,1.963,s
2698,KBr,2.0,4.0,0.947,s
3129,CoCl2,0.0,12.0,2.951,s
110,CaCl2,4.0,6.0,0.94,e
2851,PbBr2,9.0,12.0,0.738,s
1186,YI3,7.0,9.0,0.499,s
4817,Li2Se,7.0,9.0,0.733,s
3101,ZnF2,1.0,12.0,3.246,s
4481,GaCl3,1.0,2.0,0.619,s
815,SnCl2,0.0,1.5,1.03,e
1291,SrBr2,0.0,12.0,2.586,s
1083,SrCl2,2.0,12.0,2.191,s
3073,LaBr3,7.0,8.0,0.209,s
5049,Li3AsO4,0.0,8.0,2.5,s
3298,ZnCl2,2.0,9.0,2.357,s
2032,SrF2,2.0,12.0,2.283,s
4027,PbI2,1.0,4.0,1.212,s
2243,SnF2,2.0,8.0,1.913,s
2768,RbBr,2.0,4.0,0.874,s
1628,VF4,5.0,8.0,1.074,s
3671,SnI4,0.0,4.0,1.743,s
1420,LaI3,0.0,8.0,2.189,s
5370,LiNO3,0.0,1.0,1.21,s
3530,MgBr2,0.0,2.0,1.944,s
1967,SnF2,0.0,8.0,2.708,s
1792,LaBr3,6.0,8.0,0.416,s
2167,LaCl3,1.0,6.0,2.124,s
3119,BeI2,0.0,7.0,3.401,s
4108,NiCl3,2.0,3.0,1.042,s
817,SnCl4,4.0,8.0,1.3,e
5340,Ni2As2O7,2.0,6.0,1.41,s
2192,RbF,1.0,4.0,1.982,s
2461,GeF4,2.0,4.0,1.453,s
905,UO2Cl2,0.0,3.0,1.76,e
313,FeZn2(PO4)3,0.0,4.0,0.99,e
750,NiSeO3,0.0,2.0,1.34,e
5620,Co2P2O7,0.0,1.0,0.56,s
1032,MgI2,0.0,9.0,3.365,s
4877,PbHPO4,0.0,7.0,2.3,s
4508,CaF2,7.0,8.0,0.538,s
4375,GeF2,7.0,9.0,0.724,s
5385,Mg3(AsO4)2,0.0,2.0,1.28,s
1056,YCl3,0.0,9.0,2.619,s
268,ErPO4,0.0,2.0,4.88,e
1993,CaBr2,1.0,9.0,2.499,s
4916,LaAsO4,0.0,2.0,1.35,s
5568,KBrO3,0.0,1.0,0.7,s
4434,PbBr4,0.0,3.0,0.734,s
4157,MnCl2,6.0,9.0,0.928,s
238,CsOH,0.0,1.0,1.97,e
2487,MgI2,4.0,8.0,1.39,s
3544,PbBr2,0.0,6.0,1.943,s
2582,NaBr,0.0,1.0,1.231,s
2451,AlF3,3.0,6.0,1.409,s
987,ZnSeO4,0.0,6.0,2.5,e
4109,PbCl4,0.0,2.0,1.092,s
1360,LaF3,0.0,9.0,2.311,s
5494,Co2As2O7,0.0,1.0,0.91,s
4250,SnBr2,2.0,4.0,0.91,s
3262,BeF2,2.0,9.0,2.312,s
3629,YCl3,0.0,3.0,1.699,s
44,Ba(OH)2,0.0,1.0,1.26,e
2012,MnI2,0.0,9.0,2.568,s
754,NiSO4,1.0,4.0,1.82,e
837,Sr(ClO4)2,0.0,2.0,0.76,e
5166,Ca(ClO4)2,0.0,6.0,1.96,s
443,LiCl,0.0,3.0,2.22,e
1770,RbI,0.0,1.0,0.596,s
3572,MoBr2,0.0,12.0,1.746,s
3735,YI3,3.0,8.0,1.566,s
1207,SiF4,0.0,8.0,3.344,s
3470,MgBr2,1.0,4.0,2.065,s
4582,CrBr3,0.0,1.0,0.503,s
3734,YI3,4.0,10.0,1.558,s
5395,Co2As2O7,0.0,2.0,1.26,s
150,Cd(NO3)2,0.0,2.0,1.2,e
818,SnCl4,3.0,8.0,1.64,e
5319,Ba3(PO4)2,4.0,11.0,1.47,s
592,Na2B4O8H2,0.0,1.5,0.98,e
5353,CoPO4,7.0,11.0,1.28,s
442,LiCl,1.0,3.0,1.41,e
1138,MgI2,4.0,9.0,1.765,s
4368,YI3,6.0,9.0,0.777,s
2526,CaF2,2.0,4.0,1.247,s
4542,KI,1.0,2.0,0.557,s
1183,VI3,6.0,9.0,0.675,s
12,Al2(SO4)3,0.0,18.0,3.02,e
93,Ca(NO3)2,0.0,2.0,1.28,e
4919,Co3(AsO4)2,4.0,8.0,1.22,s
185,CoCl2,2.0,4.0,1.14,e
1104,GaF3,0.0,3.0,2.308,s
648,Na2WO4,0.0,2.0,1.17,e
1448,RbCl,0.0,4.0,1.866,s
226,Cs2Zn(SO4)2,0.0,6.0,1.73,e
3767,BeBr2,4.0,9.0,1.413,s
3995,SnI2,1.0,4.0,1.244,s
4573,VBr3,3.0,4.0,0.506,s
1679,NiCl2,0.0,1.0,0.959,s
3781,YBr3,3.0,7.0,1.489,s
2282,CuI2,2.0,12.0,1.783,s
1621,KCl,2.0,4.0,1.028,s
3055,SrI2,7.0,8.0,0.294,s
2235,GeF4,2.0,5.0,1.935,s
1796,PbCl4,4.0,5.0,0.39,s
3122,VCl2,0.0,9.0,3.118,s
5582,VPO4,9.0,11.0,0.62,s
2062,HfCl4,0.0,5.0,2.472,s
659,NaAl(SO4)2,0.0,12.0,2.4,e
434,Li2Sn(OH)6,0.0,2.0,1.66,e
2340,KI,0.0,4.0,1.65,s
3614,VF4,1.0,3.0,1.751,s
3115,BeI2,0.0,8.0,3.377,s
3593,BeBr2,4.0,12.0,1.66,s
1881,ScF3,0.0,9.0,2.97,s
2587,LaI3,0.0,3.0,1.268,s
1131,MnCl4,3.0,8.0,1.744,s
660,NaBO2,0.0,4.0,3.53,e
1229,BeF2,0.0,4.0,3.134,s
264,Dy(NO3)3,4.0,6.0,0.64,e
846,Sr(OH)2,0.0,8.0,2.39,e
63,BeSO4,1.0,4.0,1.81,e
1976,LiBr,0.0,3.0,2.579,s
1642,AlF3,2.0,3.0,1.071,s
5282,BaHAsO4,0.0,4.0,1.59,s
1067,BeF2,0.0,2.0,2.485,s
183,CoCl2,1.0,6.0,2.33,e
864,SrI2,0.0,2.0,1.48,e
5351,La(IO3)3,1.0,9.0,1.36,s
5381,Pb(NO3)2,2.0,6.0,1.27,s
3466,TiF4,3.0,8.0,1.921,s
5635,PbCO3,5.0,6.0,0.53,s
3992,NiBr2,8.0,12.0,1.13,s
2124,TiI3,0.0,9.0,2.25,s
4603,CoI2,8.0,9.0,0.448,s
3007,CaBr2,7.0,8.0,0.375,s
1302,CrBr3,0.0,9.0,2.6,s
1574,LiCl,2.0,4.0,1.253,s
729,NH4Al(SO4)2,0.0,12.0,2.47,e
699,Nd(NO3)3,0.0,6.0,1.9,e
1325,SrI2,0.0,12.0,2.433,s
5361,SrHPO4,0.0,2.0,1.32,s
2422,GaCl3,1.0,4.0,1.508,s
2316,NaBr,1.0,4.0,1.687,s
2515,YI3,3.0,7.0,1.387,s
292,FeBr2,1.0,2.0,0.52,e
2935,ZnCl2,6.0,8.0,0.551,s
5029,CrPO4,1.0,7.0,2.67,s
5120,K2SO4,0.0,7.0,1.97,s
4761,LaBr3,6.0,7.0,0.245,s
2805,BaBr2,4.0,6.0,0.846,s
4211,GeI2,8.0,12.0,0.893,s
4262,CsF,1.0,2.0,0.893,s
2232,CrI3,0.0,8.0,2.003,s
5686,LiClO4,3.0,4.0,0.29,s
567,MnCl2,0.0,2.0,1.82,e
4366,CuI2,6.0,9.0,0.771,s
5313,CrAsO4,2.0,5.0,1.49,s
4111,ScI3,4.0,7.0,1.069,s
3382,GaCl3,1.0,6.0,2.203,s
2535,KBr,0.0,2.0,1.252,s
5380,NaBrO3,0.0,2.0,1.23,s
2301,YF3,4.0,9.0,1.672,s
2839,BaF2,4.0,6.0,0.773,s
2313,YBr3,0.0,4.0,1.811,s
1779,LaI3,7.0,9.0,0.545,s
3865,ScF3,7.0,9.0,1.232,s
5371,Ca(IO3)2,2.0,6.0,1.3,s
1049,MnCl4,0.0,8.0,2.833,s
4426,SnF2,0.0,1.0,0.739,s
213,Cs2CO3,1.5,3.5,1.06,e
47,BaBr2,0.0,2.0,1.46,e
3918,YI3,4.0,8.0,1.32,s
2090,BaCl2,0.0,8.0,2.279,s
4381,PbCl2,0.0,1.0,0.799,s
3480,ZnCl2,2.0,6.0,1.981,s
1907,SnF4,1.0,8.0,3.002,s
2283,PbBr4,0.0,8.0,1.9,s
2870,NiI2,9.0,12.0,0.699,s
2361,SnI4,0.0,4.0,1.743,s
5661,Sr(BrO3)2,1.0,2.0,0.45,s
2287,MnCl4,0.0,3.0,1.809,s
1209,MgCl2,1.0,12.0,3.062,s
3177,CoBr2,0.0,12.0,2.743,s
1828,AlCl3,0.0,9.0,3.714,s
3126,BeF2,0.0,7.0,2.994,s
5583,LaAsO4,0.0,1.0,0.69,s
4727,GaBr3,7.0,8.0,0.302,s
1847,SnF4,0.0,8.0,3.482,s
4846,Ca3(PO4)2,0.0,11.0,2.74,s
3131,ZnCl2,0.0,12.0,2.926,s
1523,LiBr,1.0,3.0,1.592,s
2725,CuF2,4.0,6.0,0.953,s
2125,NiCl3,1.0,6.0,2.182,s
2674,MgI2,8.0,12.0,0.997,s
5298,BaHPO4,2.0,7.0,1.5,s
4029,MoBr4,2.0,5.0,1.193,s
3499,VCl3,1.0,4.0,1.94,s
1478,SrF2,0.0,2.0,1.935,s
2014,MgI2,2.0,9.0,2.55,s
2742,MgI2,0.0,1.0,0.988,s
4977,FeAsO4,0.0,9.0,3.24,s
3210,VBr2,0.0,6.0,2.8,s
257,CuSeO4,0.0,5.0,2.3,e
355,K2CO3,0.0,0.5,0.55,e
5322,Zn(IO3)2,2.0,6.0,1.47,s
2297,SnBr2,0.0,4.0,1.863,s
462,LiReO4,1.0,2.0,0.73,e
3227,VCl2,0.0,4.0,2.626,s
484,MgBr2,1.0,9.0,3.19,e
806,Sm(NO3)3,0.0,4.0,1.54,e
3942,CaF2,9.0,12.0,1.1,s
1422,SrI2,2.0,12.0,2.015,s
26,AlF3,0.5,3.0,3.0,e
2791,SrBr2,2.0,4.0,0.859,s
3063,PbI2,8.0,9.0,0.272,s
1727,SnF4,2.0,3.0,0.776,s
1616,BeI2,4.0,9.0,1.2,s
2379,GeBr2,4.0,12.0,1.489,s
2927,BaBr2,7.0,9.0,0.613,s
5421,Ba(ClO4)2,5.0,9.0,1.09,s
3256,CaBr2,0.0,8.0,2.415,s
4910,Co3(AsO4)2,0.0,4.0,1.58,s
4857,AlAsO4,2.0,9.0,2.58,s
2733,CaI2,6.0,9.0,0.94,s
4700,MnBr4,4.0,5.0,0.346,s
4061,BeF2,8.0,12.0,0.98,s
2527,MnCl4,0.0,2.0,1.318,s
4349,YF3,1.0,2.0,0.788,s
3966,NiI2,4.0,9.0,1.243,s
2780,SrBr2,4.0,6.0,0.883,s
5245,Ni2P2O7,2.0,6.0,1.73,s
5607,Mg2P2O7,1.0,2.0,0.59,s
3020,YI3,8.0,10.0,0.382,s
205,CrCl3,0.0,6.0,2.7,e
344,HoCl3,0.0,6.0,2.89,e
4458,BeI2,9.0,12.0,0.624,s
4953,CoPO4,0.0,9.0,3.82,s
392,KAl(SO4)2,0.0,3.0,1.35,e
4330,NiI2,6.0,9.0,0.809,s
2656,CaBr2,2.0,4.0,1.079,s
2298,NiCl3,3.0,9.0,1.704,s
3560,CaCl2,6.0,12.0,1.577,s
3113,SiF4,0.0,5.0,3.273,s
2714,BaBr2,8.0,12.0,0.92,s
1185,YI3,6.0,8.0,0.579,s
4890,Ba3(AsO4)2,0.0,11.0,2.15,s
1329,MgF2,4.0,12.0,2.242,s
683,NaIO3,1.0,5.0,1.78,e
3487,YCl3,2.0,6.0,1.983,s
1245,MnCl2,0.0,9.0,2.931,s
3034,SnBr4,4.0,5.0,0.356,s
61,BeSO4,3.0,4.0,0.59,e
1198,ZnF2,0.0,12.0,3.533,s
2097,SnF4,1.0,4.0,2.356,s
4886,Sr3(AsO4)2,1.0,11.0,2.18,s
4049,VCl4,0.0,2.0,1.115,s
1139,ZrF4,3.0,8.0,1.623,s
2909,GaBr3,0.0,1.0,0.682,s
5175,Mg2P2O7,1.0,6.0,1.97,s
4576,YI3,7.0,9.0,0.499,s
4792,Li2Se,0.0,9.0,3.513,s
5088,Mg(ClO4)2,1.0,8.0,2.21,s
2358,SiF4,4.0,8.0,1.536,s
3632,SrI2,2.0,8.0,1.753,s
1193,NiF2,0.0,12.0,3.716,s
741,Ni(NO3)2,0.0,6.0,2.46,e
3350,VI2,0.0,6.0,2.425,s
4332,LaI3,0.0,2.0,0.844,s
4849,NaIO3,0.0,6.0,2.72,s
1493,PbBr2,0.0,4.0,1.871,s
4678,LaCl3,8.0,9.0,0.337,s
533,MgSO4,2.0,6.0,1.71,e
3670,BaI2,0.0,4.0,1.728,s
2508,SrBr2,1.0,4.0,1.38,s
3580,SnF4,2.0,5.0,1.836,s
5671,Sn(H2PO4)2,1.0,2.0,0.4,s
4799,Rb2S,0.0,9.0,2.812,s
811,SmCl3,0.0,6.0,2.56,e
865,SrI2,0.0,1.0,1.23,e
3570,HfCl4,0.0,3.0,1.897,s
2918,GaI3,1.0,3.0,0.656,s
2497,BeF2,7.0,12.0,1.226,s
4454,YCl3,2.0,3.0,0.643,s
4835,FeAsO4,0.0,9.0,3.24,s
224,Cs2Ni(SO4)2,2.0,6.0,1.08,e
1841,BeBr2,0.0,12.0,3.315,s
1125,GeF4,2.0,5.0,1.935,s
588,MoO3,0.0,2.0,2.67,e
2869,CaI2,0.0,1.0,0.756,s
